"id:ID","length:INT"
"2696","177"
"2697","99"
"2698","83"
"2699","257"
"2703","596"
"2704","477"
"2705","315"
"2706","653"
"2707","532"
"2709","388"
"2710","980"
"2711","48"
"2712","-801"
"2713","590"
"2715","938"
"2716","965"
"2717","77"
"2718","35"
"2719","114"
"2721","394"
"2722","131"
"2723","251"
"2724","475"
"2725","357"
"2726","329"
"2728","276"
"2729","990"
"2730","8"
"2731","105"
"2732","578"
"2734","196"
"2735","608"
"2736","173"
"2737","776"
"2738","491"
"2740","332"
"2741","229"
"2742","803"
"2743","777"
"2744","309"
"2748","826"
"2749","33"
"2750","327"
"2751","400"
"2752","839"
"2754","59"
"2755","74"
"2756","486"
"2757","117"
"2758","850"
"2760","388"
"2761","873"
"2762","672"
"2763","160"
"2764","664"
"2766","15"
"2767","598"
"2768","472"
"2769","144"
"2770","734"
"2774","318"
"2775","285"
"2776","342"
"2777","98"
"2778","754"
"2780","367"
"2781","410"
"2782","262"
"2783","990"
"2784","818"
"2786","209"
"2787","342"
"2788","642"
"2789","753"
"2790","461"
"2792","690"
"2793","304"
"2794","399"
"2795","498"
"2796","364"
"2798","2"
"2799","39"
"2800","440"
"2801","800"
"2802","46"
"2804","78"
"2805","826"
"2806","526"
"2807","404"
"2808","250"
"2809","340"
"2813","238"
"2814","748"
"2815","647"
"2816","949"
"2817","672"
"2819","853"
"2820","144"
"2821","832"
"2822","808"
"2823","773"
"2825","742"
"2826","342"
"2827","25"
"2828","774"
"2829","118"
"2833","53"
"2834","400"
"2835","689"
"2836","906"
"2837","987"
"2839","222"
"2840","310"
"2841","296"
"2842","266"
"2843","913"
"2845","245"
"2846","215"
"2847","963"
"2848","902"
"2849","799"
"2851","172"
"2852","699"
"2853","267"
"2854","613"
"2855","988"
"2857","185"
"2858","817"
"2859","498"
"2860","255"
"2861","138"
"2863","248"
"2864","261"
"2865","690"
"2866","689"
"2867","-542"
"2869","1"
"2870","734"
"2871","343"
"2872","136"
"2873","460"
"2875","263"
"2876","743"
"2877","164"
"2878","67"
"2879","450"
"2881","673"
"2882","748"
"2883","357"
"2884","999"
"2885","814"
"2886","569"
"2890","723"
"2891","817"
"2892","994"
"2893","862"
"2894","852"
"2896","14"
"2897","597"
"2898","379"
"2899","745"
"2900","744"
"2902","400"
"2903","57"
"2904","706"
"2905","837"
"2906","453"
"2908","41"
"2909","339"
"2910","831"
"2911","189"
"2912","214"
"2918","445"
"2919","399"
"2920","752"
"2921","516"
"2922","518"
"2924","638"
"2925","143"
"2926","635"
"2927","232"
"2928","382"
"2930","826"
"2931","24"
"2932","50"
"2933","722"
"2934","869"
"2936","976"
"2937","916"
"2938","2"
"2939","358"
"2940","841"
"2942","916"
"2943","104"
"2944","577"
"2945","706"
"2946","644"
"2948","2"
"2949","116"
"2950","649"
"2951","116"
"2952","358"
"2954","541"
"2955","439"
"2956","154"
"2957","636"
"2958","523"
"2960","930"
"2961","-465"
"2962","578"
"2963","667"
"2964","264"
"2968","39"
"2969","494"
"2970","241"
"2971","153"
"2972","787"
"2974","732"
"2975","277"
"2976","730"
"2977","852"
"2978","-989"
"2980","714"
"2981","264"
"2982","676"
"2983","976"
"2984","111"
"2986","604"
"2987","125"
"2988","385"
"2989","303"
"2990","838"
"2992","310"
"2993","332"
"2994","851"
"2995","603"
"2996","256"
"2998","321"
"2999","738"
"3000","41"
"3001","865"
"3002","238"
"3004","946"
"3005","130"
"3006","660"
"3007","726"
"3008","298"
"3010","941"
"3011","81"
"3012","741"
"3013","695"
"3014","635"
"3018","326"
"3019","344"
"3020","856"
"3021","573"
"3022","979"
"3024","161"
"3025","533"
"3026","79"
"3027","194"
"3028","109"
"3030","807"
"3031","461"
"3032","358"
"3033","325"
"3034","260"
"3038","364"
"3039","839"
"3040","749"
"3041","761"
"3042","991"
"3044","632"
"3045","652"
"3046","735"
"3047","308"
"3048","263"
"3050","777"
"3051","992"
"3052","284"
"3053","30"
"3054","924"
"3058","739"
"3059","288"
"3060","477"
"3061","896"
"3062","964"
"3064","757"
"3065","55"
"3066","140"
"3067","994"
"3068","187"
"3070","806"
"3071","882"
"3072","28"
"3073","437"
"3074","200"
"3076","105"
"3077","569"
"3078","808"
"3079","130"
"3080","209"
"3084","466"
"3085","631"
"3086","976"
"3087","949"
"3088","828"
"3090","477"
"3091","307"
"3092","151"
"3093","516"
"3094","276"
"3096","584"
"3097","239"
"3098","86"
"3099","141"
"3100","791"
"3102","104"
"3103","-766"
"3104","577"
"3105","129"
"3106","48"
"3107","56"
"3111","514"
"3112","48"
"3113","98"
"3114","472"
"3115","798"
"3117","916"
"3118","644"
"3119","-943"
"3120","630"
"3121","811"
"3123","994"
"3124","52"
"3125","339"
"3126","561"
"3127","271"
"3129","485"
"3130","340"
"3131","602"
"3132","952"
"3133","99"
"3135","971"
"3136","219"
"3137","430"
"3138","8"
"3139","711"
"3141","902"
"3142","832"
"3143","346"
"3144","50"
"3145","890"
